VehicleNumber,SilentDuration_sec,SilentEndTime_sec
1,14.5734528161912,68.5734528161912
2,12.466172218282,61.466172218282
3,7.3693038411287,60.3693038411287
4,11.2026003607777,65.2026003607777
5,11.0026214550763,66.0026214550763
